scenario,regime,variable,t,sum_contrib,uncertainty,delta,residual
girf-ngas-1sigma,combined,crude_wti,8,0.1489020956115006,vxo,0.1489020956115006,0
girf-ngas-1sigma,combined,crude_wti,9,-0.15029178730613385,vxo,-0.15029178730613385,0
girf-ngas-1sigma,combined,crude_wti,10,-0.29805519504624184,vxo,-0.2980551950462419,-5.551115123125783e-17
girf-ngas-1sigma,combined,crude_wti,11,-0.14953955120532542,vxo,-0.14953955120532544,-2.7755575615628914e-17
girf-ngas-1sigma,combined,crude_wti,12,0.00432073605819366,vxo,0.00432073605819366,0
girf-ngas-1sigma,combined,crude_wti,13,0,vxo,0,0
girf-ngas-1sigma,combined,crude_wti,14,0,vxo,0,0
girf-ngas-1sigma,combined,crude_wti,15,0,vxo,0,0
girf-ngas-1sigma,combined,crude_wti,16,0,vxo,0,0
girf-ngas-1sigma,combined,crude_wti,17,0,vxo,0,0
girf-ngas-1sigma,combined,crude_wti,18,0,vxo,0,0
girf-ngas-1sigma,combined,crude_wti,19,0,vxo,0,0
girf-ngas-1sigma,combined,crude_wti,20,0,vxo,0,0
girf-ngas-1sigma,combined,crude_wti,21,0,vxo,0,0
girf-ngas-1sigma,combined,crude_wti,22,0,vxo,0,0
girf-ngas-1sigma,combined,crude_wti,23,0,vxo,0,0
girf-ngas-1sigma,combined,crude_wti,24,0,vxo,0,0
girf-ngas-1sigma,combined,gold,1,0,vxo,0,0
girf-ngas-1sigma,combined,gold,2,0,vxo,0,0
girf-ngas-1sigma,combined,gold,3,-0.21781445889012002,vxo,-0.21781445889012005,-2.7755575615628914e-17
girf-ngas-1sigma,combined,gold,4,-0.02647116222687695,vxo,-0.02647116222687695,0
girf-ngas-1sigma,combined,gold,5,0.2918685242072994,vxo,0.2918685242072995,5.551115123125783e-17
girf-ngas-1sigma,combined,gold,6,0.04859672855490711,vxo,0.04859672855490712,6.938893903907228e-18
girf-ngas-1sigma,combined,gold,7,-0.14087124969190035,vxo,-0.14087124969190035,0
girf-ngas-1sigma,combined,gold,8,-0.01068527110821808,vxo,-0.01068527110821808,0
girf-ngas-1sigma,combined,gold,9,-0.023561251764169965,vxo,-0.02356125176416997,-3.469446951953614e-18
girf-ngas-1sigma,combined,gold,10,-0.060254013279598215,vxo,-0.0602540132795982,1.3877787807814457e-17
girf-ngas-1sigma,combined,gold,11,-0.07393581971622167,vxo,-0.07393581971622168,-1.3877787807814457e-17
girf-ngas-1sigma,combined,gold,12,0.052303788830620035,vxo,0.05230378883062003,-6.938893903907228e-18
girf-ngas-1sigma,combined,gold,13,0,vxo,0,0
girf-ngas-1sigma,combined,gold,14,0,vxo,0,0
girf-ngas-1sigma,combined,gold,15,0,vxo,0,0
girf-ngas-1sigma,combined,gold,16,0,vxo,0,0
girf-ngas-1sigma,combined,gold,17,0,vxo,0,0
girf-ngas-1sigma,combined,gold,18,0,vxo,0,0
girf-ngas-1sigma,combined,gold,19,0,vxo,0,0
girf-ngas-1sigma,combined,gold,20,0,vxo,0,0
girf-ngas-1sigma,combined,gold,21,0,vxo,0,0
girf-ngas-1sigma,combined,gold,22,0,vxo,0,0
girf-ngas-1sigma,combined,gold,23,0,vxo,0,0
girf-ngas-1sigma,combined,gold,24,0,vxo,0,0
girf-ngas-1sigma,combined,lead,1,0,vxo,0,0
girf-ngas-1sigma,combined,lead,2,0,vxo,0,0
girf-ngas-1sigma,combined,lead,3,-0.010758499283905253,vxo,-0.01075849928390525,3.469446951953614e-18
girf-ngas-1sigma,combined,lead,4,-0.28672102808568317,vxo,-0.28672102808568317,0
girf-ngas-1sigma,combined,lead,5,0.02382030410971182,vxo,0.02382030410971182,0
girf-ngas-1sigma,combined,lead,6,-0.005152448163301231,vxo,-0.00515244816330123,8.673617379884035e-19
girf-ngas-1sigma,combined,lead,7,0.08913321442585635,vxo,0.08913321442585637,1.3877787807814457e-17
girf-ngas-1sigma,combined,lead,8,-0.03938276937721012,vxo,-0.03938276937721012,0
girf-ngas-1sigma,combined,lead,9,0.05296654138800498,vxo,0.05296654138800499,6.938893903907228e-18
girf-ngas-1sigma,combined,lead,10,-0.017601370801646494,vxo,-0.01760137080164649,3.469446951953614e-18
girf-ngas-1sigma,combined,lead,11,-0.12279484337687943,vxo,-0.1227948433768794,2.7755575615628914e-17
girf-ngas-1sigma,combined,lead,12,-0.07100035722783132,vxo,-0.07100035722783132,0
girf-ngas-1sigma,combined,lead,13,0,vxo,0,0
girf-ngas-1sigma,combined,lead,14,0,vxo,0,0
girf-ngas-1sigma,combined,lead,15,0,vxo,0,0
girf-ngas-1sigma,combined,lead,16,0,vxo,0,0
girf-ngas-1sigma,combined,lead,17,0,vxo,0,0
girf-ngas-1sigma,combined,lead,18,0,vxo,0,0
girf-ngas-1sigma,combined,lead,19,0,vxo,0,0
girf-ngas-1sigma,combined,lead,20,0,vxo,0,0
girf-ngas-1sigma,combined,lead,21,0,vxo,0,0
girf-ngas-1sigma,combined,lead,22,0,vxo,0,0
girf-ngas-1sigma,combined,lead,23,0,vxo,0,0
girf-ngas-1sigma,combined,lead,24,0,vxo,0,0
girf-ngas-1sigma,combined,maize,1,0,vxo,0,0
girf-ngas-1sigma,combined,maize,2,0,vxo,0,0
girf-ngas-1sigma,combined,maize,3,0.17510643971698123,vxo,0.17510643971698123,0
girf-ngas-1sigma,combined,maize,4,0.15001125292034703,vxo,0.150011252920347,-2.7755575615628914e-17
girf-ngas-1sigma,combined,maize,5,-0.14665067655314742,vxo,-0.14665067655314742,0
girf-ngas-1sigma,combined,maize,6,-0.24266468108707095,vxo,-0.24266468108707095,0
girf-ngas-1sigma,combined,maize,7,0.08319932165699412,vxo,0.08319932165699412,0
girf-ngas-1sigma,combined,maize,8,0.12587259655304994,vxo,0.12587259655304991,-2.7755575615628914e-17
girf-ngas-1sigma,combined,maize,9,-0.050407935082981754,vxo,-0.05040793508298175,6.938893903907228e-18
girf-ngas-1sigma,combined,maize,10,-0.11408189155316517,vxo,-0.11408189155316514,2.7755575615628914e-17
girf-ngas-1sigma,combined,maize,11,0.11424607143179394,vxo,0.11424607143179392,-1.3877787807814457e-17
girf-ngas-1sigma,combined,maize,12,0.08014669788473515,vxo,0.08014669788473515,0
girf-ngas-1sigma,combined,maize,13,0,vxo,0,0
girf-ngas-1sigma,combined,maize,14,0,vxo,0,0
girf-ngas-1sigma,combined,maize,15,0,vxo,0,0
girf-ngas-1sigma,combined,maize,16,0,vxo,0,0
girf-ngas-1sigma,combined,maize,17,0,vxo,0,0
girf-ngas-1sigma,combined,maize,18,0,vxo,0,0
girf-ngas-1sigma,combined,maize,19,0,vxo,0,0
girf-ngas-1sigma,combined,maize,20,0,vxo,0,0
girf-ngas-1sigma,combined,maize,21,0,vxo,0,0
girf-ngas-1sigma,combined,maize,22,0,vxo,0,0
girf-ngas-1sigma,combined,maize,23,0,vxo,0,0
girf-ngas-1sigma,combined,maize,24,0,vxo,0,0
girf-ngas-1sigma,combined,ngas_us,1,0,vxo,0,0
girf-ngas-1sigma,combined,ngas_us,2,1,vxo,1,0
girf-ngas-1sigma,combined,ngas_us,3,0.09675434426952643,vxo,0.09675434426952642,-1.3877787807814457e-17
girf-ngas-1sigma,combined,ngas_us,4,-0.056576980443825794,vxo,-0.05657698044382579,6.938893903907228e-18
girf-ngas-1sigma,combined,ngas_us,5,0.04998222930407005,vxo,0.04998222930407005,0
girf-ngas-1sigma,combined,ngas_us,6,-0.033239738199237784,vxo,-0.03323973819923779,-6.938893903907228e-18
girf-ngas-1sigma,combined,ngas_us,7,0.19395669281471115,vxo,0.19395669281471117,2.7755575615628914e-17
girf-ngas-1sigma,combined,ngas_us,8,0.06442857666411661,vxo,0.06442857666411661,0
girf-ngas-1sigma,combined,ngas_us,9,-0.1229387743448594,vxo,-0.1229387743448594,0
girf-ngas-1sigma,combined,ngas_us,10,-0.09635805831586193,vxo,-0.09635805831586194,-1.3877787807814457e-17
girf-ngas-1sigma,combined,ngas_us,11,0.03031497042624586,vxo,0.03031497042624586,0
girf-ngas-1sigma,combined,ngas_us,12,0.06585846508122414,vxo,0.06585846508122413,-1.3877787807814457e-17
girf-ngas-1sigma,combined,ngas_us,13,0,vxo,0,0
girf-ngas-1sigma,combined,ngas_us,14,0,vxo,0,0
girf-ngas-1sigma,combined,ngas_us,15,0,vxo,0,0
girf-ngas-1sigma,combined,ngas_us,16,0,vxo,0,0
girf-ngas-1sigma,combined,ngas_us,17,0,vxo,0,0
girf-ngas-1sigma,combined,ngas_us,18,0,vxo,0,0
girf-ngas-1sigma,combined,ngas_us,19,0,vxo,0,0
girf-ngas-1sigma,combined,ngas_us,20,0,vxo,0,0
girf-ngas-1sigma,combined,ngas_us,21,0,vxo,0,0
girf-ngas-1sigma,combined,ngas_us,22,0,vxo,0,0
girf-ngas-1sigma,combined,ngas_us,23,0,vxo,0,0
girf-ngas-1sigma,combined,ngas_us,24,0,vxo,0,0
girf-ngas-1sigma,combined,nickel,1,0,vxo,0,0
girf-ngas-1sigma,combined,nickel,2,0,vxo,0,0
girf-ngas-1sigma,combined,nickel,3,-0.018958397431200417,vxo,-0.01895839743120042,-3.469446951953614e-18
girf-ngas-1sigma,combined,nickel,4,-0.07449430263868038,vxo,-0.07449430263868038,0
girf-ngas-1sigma,combined,nickel,5,0.10784165129770443,vxo,0.10784165129770446,2.7755575615628914e-17
girf-ngas-1sigma,combined,nickel,6,0.05810049484502847,vxo,0.05810049484502848,6.938893903907228e-18
girf-ngas-1sigma,combined,nickel,7,-0.0041329890751806205,vxo,-0.00413298907518062,8.673617379884035e-19
girf-ngas-1sigma,combined,nickel,8,-0.0712403945279798,vxo,-0.0712403945279798,0
girf-ngas-1sigma,combined,nickel,9,0.08425423383383376,vxo,0.08425423383383376,0
girf-ngas-1sigma,combined,nickel,10,0.012959586747091748,vxo,0.01295958674709175,1.734723475976807e-18
girf-ngas-1sigma,combined,nickel,11,-0.17321986916672455,vxo,-0.17321986916672452,2.7755575615628914e-17
girf-ngas-1sigma,combined,nickel,12,-0.14099404906836388,vxo,-0.14099404906836388,0
girf-ngas-1sigma,combined,nickel,13,0,vxo,0,0
girf-ngas-1sigma,combined,nickel,14,0,vxo,0,0
girf-ngas-1sigma,combined,nickel,15,0,vxo,0,0
girf-ngas-1sigma,combined,nickel,16,0,vxo,0,0
girf-ngas-1sigma,combined,nickel,17,0,vxo,0,0
girf-ngas-1sigma,combined,nickel,18,0,vxo,0,0
girf-ngas-1sigma,combined,nickel,19,0,vxo,0,0
girf-ngas-1sigma,combined,nickel,20,0,vxo,0,0
girf-ngas-1sigma,combined,nickel,21,0,vxo,0,0
girf-ngas-1sigma,combined,nickel,22,0,vxo,0,0
girf-ngas-1sigma,combined,nickel,23,0,vxo,0,0
girf-ngas-1sigma,combined,nickel,24,0,vxo,0,0
girf-ngas-1sigma,combined,platinum,1,0,vxo,0,0
girf-ngas-1sigma,combined,platinum,2,0,vxo,0,0
girf-ngas-1sigma,combined,platinum,3,0.16188495786648927,vxo,0.16188495786648924,-2.7755575615628914e-17
girf-ngas-1sigma,combined,platinum,4,0.10225851821306582,vxo,0.10225851821306586,4.163336342344337e-17
girf-ngas-1sigma,combined,platinum,5,0.1354911061176834,vxo,0.13549110611768336,-2.7755575615628914e-17
girf-ngas-1sigma,combined,platinum,6,-0.18904211366536805,vxo,-0.18904211366536808,-2.7755575615628914e-17
girf-ngas-1sigma,combined,platinum,7,-0.01692738155615349,vxo,-0.01692738155615349,0
girf-ngas-1sigma,combined,platinum,8,0.0215133970238034,vxo,0.0215133970238034,0
girf-ngas-1sigma,combined,platinum,9,-0.11425777760552218,vxo,-0.1142577776055222,-2.7755575615628914e-17
girf-ngas-1sigma,combined,platinum,10,-0.1899738307061837,vxo,-0.18997383070618373,-2.7755575615628914e-17
girf-ngas-1sigma,combined,platinum,11,-0.06246470728413458,vxo,-0.06246470728413458,0
girf-ngas-1sigma,combined,platinum,12,0.16500873456959597,vxo,0.16500873456959597,0
girf-ngas-1sigma,combined,platinum,13,0,vxo,0,0
girf-ngas-1sigma,combined,platinum,14,0,vxo,0,0
girf-ngas-1sigma,combined,platinum,15,0,vxo,0,0
girf-ngas-1sigma,combined,platinum,16,0,vxo,0,0
girf-ngas-1sigma,combined,platinum,17,0,vxo,0,0
girf-ngas-1sigma,combined,platinum,18,0,vxo,0,0
girf-ngas-1sigma,combined,platinum,19,0,vxo,0,0
girf-ngas-1sigma,combined,platinum,20,0,vxo,0,0
girf-ngas-1sigma,combined,platinum,21,0,vxo,0,0
girf-ngas-1sigma,combined,platinum,22,0,vxo,0,0
girf-ngas-1sigma,combined,platinum,23,0,vxo,0,0
girf-ngas-1sigma,combined,platinum,24,0,vxo,0,0
girf-ngas-1sigma,combined,silver,1,0,vxo,0,0
girf-ngas-1sigma,combined,silver,2,0,vxo,0,0
girf-ngas-1sigma,combined,silver,3,-0.08554305258328478,vxo,-0.08554305258328479,-1.3877787807814457e-17
girf-ngas-1sigma,combined,silver,4,0.08774637638966272,vxo,0.0877463763896627,-1.3877787807814457e-17
girf-ngas-1sigma,combined,silver,5,0.1590741250668405,vxo,0.15907412506684046,-2.7755575615628914e-17
girf-ngas-1sigma,combined,silver,6,-0.29257736607114826,vxo,-0.29257736607114826,0
girf-ngas-1sigma,combined,silver,7,-0.1976069767674971,vxo,-0.1976069767674971,0
girf-ngas-1sigma,combined,silver,8,0.11908239846322131,vxo,0.11908239846322131,0
girf-ngas-1sigma,combined,silver,9,0.041139103506493274,vxo,0.04113910350649327,-6.938893903907228e-18
girf-ngas-1sigma,combined,silver,10,-0.11711950405858298,vxo,-0.11711950405858298,0
girf-ngas-1sigma,combined,silver,11,-0.06684526951157316,vxo,-0.06684526951157316,0
girf-ngas-1sigma,combined,silver,12,0.12781036433440765,vxo,0.1278103643344077,5.551115123125783e-17
girf-ngas-1sigma,combined,silver,13,0,vxo,0,0
girf-ngas-1sigma,combined,silver,14,0,vxo,0,0
girf-ngas-1sigma,combined,silver,15,0,vxo,0,0
girf-ngas-1sigma,combined,silver,16,0,vxo,0,0
girf-ngas-1sigma,combined,silver,17,0,vxo,0,0
girf-ngas-1sigma,combined,silver,18,0,vxo,0,0
girf-ngas-1sigma,combined,silver,19,0,vxo,0,0
girf-ngas-1sigma,combined,silver,20,0,vxo,0,0
girf-ngas-1sigma,combined,silver,21,0,vxo,0,0
girf-ngas-1sigma,combined,silver,22,0,vxo,0,0
girf-ngas-1sigma,combined,silver,23,0,vxo,0,0
girf-ngas-1sigma,combined,silver,24,0,vxo,0,0
girf-ngas-1sigma,combined,soybeans,1,0,vxo,0,0
girf-ngas-1sigma,combined,soybeans,2,0,vxo,0,0
girf-ngas-1sigma,combined,soybeans,3,-0.05220697066540472,vxo,-0.05220697066540472,0
girf-ngas-1sigma,combined,soybeans,4,-2.4230144001482525e-4,vxo,-2.4230144001482525e-4,0
girf-ngas-1sigma,combined,soybeans,5,-0.11331328153252347,vxo,-0.11331328153252349,-1.3877787807814457e-17
girf-ngas-1sigma,combined,soybeans,6,-0.03684483225682592,vxo,-0.03684483225682592,0
girf-ngas-1sigma,combined,soybeans,7,0.20091966217977736,vxo,0.2009196621797774,2.7755575615628914e-17
girf-ngas-1sigma,combined,soybeans,8,0.05659915301207343,vxo,0.05659915301207344,6.938893903907228e-18
girf-ngas-1sigma,combined,soybeans,9,-0.025694207963274485,vxo,-0.02569420796327448,3.469446951953614e-18
girf-ngas-1sigma,combined,soybeans,10,-0.08372792136294671,vxo,-0.08372792136294675,-4.163336342344337e-17
girf-ngas-1sigma,combined,soybeans,11,0.03840798709099826,vxo,0.03840798709099826,0
girf-ngas-1sigma,combined,soybeans,12,-0.06712190746324058,vxo,-0.06712190746324058,0
girf-ngas-1sigma,combined,soybeans,13,0,vxo,0,0
girf-ngas-1sigma,combined,soybeans,14,0,vxo,0,0
girf-ngas-1sigma,combined,soybeans,15,0,vxo,0,0
girf-ngas-1sigma,combined,soybeans,16,0,vxo,0,0
girf-ngas-1sigma,combined,soybeans,17,0,vxo,0,0
girf-ngas-1sigma,combined,soybeans,18,0,vxo,0,0
girf-ngas-1sigma,combined,soybeans,19,0,vxo,0,0
girf-ngas-1sigma,combined,soybeans,20,0,vxo,0,0
girf-ngas-1sigma,combined,soybeans,21,0,vxo,0,0
girf-ngas-1sigma,combined,soybeans,22,0,vxo,0,0
girf-ngas-1sigma,combined,soybeans,23,0,vxo,0,0
girf-ngas-1sigma,combined,soybeans,24,0,vxo,0,0
girf-ngas-1sigma,combined,sugar_wld,1,0,vxo,0,0
girf-ngas-1sigma,combined,sugar_wld,2,0,vxo,0,0
girf-ngas-1sigma,combined,sugar_wld,3,0.14860246854659728,vxo,0.14860246854659726,-2.7755575615628914e-17
girf-ngas-1sigma,combined,sugar_wld,4,-0.04817308402202927,vxo,-0.04817308402202927,0
girf-ngas-1sigma,combined,sugar_wld,5,-0.37624748221579907,vxo,-0.376247482215799,5.551115123125783e-17
girf-ngas-1sigma,combined,sugar_wld,6,-0.2294540629358938,vxo,-0.22945406293589377,2.7755575615628914e-17
girf-ngas-1sigma,combined,sugar_wld,7,0.2745121504106389,vxo,0.274512150410639,5.551115123125783e-17
girf-ngas-1sigma,combined,sugar_wld,8,0.27299670524077235,vxo,0.2729967052407723,-5.551115123125783e-17
girf-ngas-1sigma,combined,sugar_wld,9,-0.13712481217282874,vxo,-0.13712481217282874,0
girf-ngas-1sigma,combined,sugar_wld,10,-0.2225169536774199,vxo,-0.2225169536774198,8.326672684688674e-17
girf-ngas-1sigma,combined,sugar_wld,11,0.05670964214347528,vxo,0.05670964214347528,0
girf-ngas-1sigma,combined,sugar_wld,12,0.049121473556659384,vxo,0.04912147355665938,-6.938893903907228e-18
girf-ngas-1sigma,combined,sugar_wld,13,0,vxo,0,0
girf-ngas-1sigma,combined,sugar_wld,14,0,vxo,0,0
girf-ngas-1sigma,combined,sugar_wld,15,0,vxo,0,0
girf-ngas-1sigma,combined,sugar_wld,16,0,vxo,0,0
girf-ngas-1sigma,combined,sugar_wld,17,0,vxo,0,0
girf-ngas-1sigma,combined,sugar_wld,18,0,vxo,0,0
girf-ngas-1sigma,combined,sugar_wld,19,0,vxo,0,0
girf-ngas-1sigma,combined,sugar_wld,20,0,vxo,0,0
girf-ngas-1sigma,combined,sugar_wld,21,0,vxo,0,0
girf-ngas-1sigma,combined,sugar_wld,22,0,vxo,0,0
girf-ngas-1sigma,combined,sugar_wld,23,0,vxo,0,0
girf-ngas-1sigma,combined,sugar_wld,24,0,vxo,0,0
girf-ngas-1sigma,combined,tin,1,0,vxo,0,0
girf-ngas-1sigma,combined,tin,2,0,vxo,0,0
girf-ngas-1sigma,combined,tin,3,0.25432909156800426,vxo,0.2543290915680042,-5.551115123125783e-17
girf-ngas-1sigma,combined,tin,4,0.10024016276068082,vxo,0.1002401627606808,-1.3877787807814457e-17
girf-ngas-1sigma,combined,tin,5,-0.06896992929000118,vxo,-0.06896992929000118,0
girf-ngas-1sigma,combined,tin,6,-0.14041915925430282,vxo,-0.14041915925430284,-2.7755575615628914e-17
girf-ngas-1sigma,combined,tin,7,0.29482930017092035,vxo,0.2948293001709204,5.551115123125783e-17
girf-ngas-1sigma,combined,tin,8,0.09422234983424874,vxo,0.09422234983424874,0
girf-ngas-1sigma,combined,tin,9,-0.2823421423232884,vxo,-0.2823421423232884,0
girf-ngas-1sigma,combined,tin,10,-0.2103242008368149,vxo,-0.2103242008368149,0
girf-ngas-1sigma,combined,tin,11,0.049581031753157624,vxo,0.04958103175315763,6.938893903907228e-18
girf-ngas-1sigma,combined,tin,12,0.03700484736545697,vxo,0.03700484736545698,6.938893903907228e-18
girf-ngas-1sigma,combined,tin,13,0,vxo,0,0
girf-ngas-1sigma,combined,tin,14,0,vxo,0,0
girf-ngas-1sigma,combined,tin,15,0,vxo,0,0
girf-ngas-1sigma,combined,tin,16,0,vxo,0,0
girf-ngas-1sigma,combined,tin,17,0,vxo,0,0
girf-ngas-1sigma,combined,tin,18,0,vxo,0,0
girf-ngas-1sigma,combined,tin,19,0,vxo,0,0
girf-ngas-1sigma,combined,tin,20,0,vxo,0,0
girf-ngas-1sigma,combined,tin,21,0,vxo,0,0
girf-ngas-1sigma,combined,tin,22,0,vxo,0,0
girf-ngas-1sigma,combined,tin,23,0,vxo,0,0
girf-ngas-1sigma,combined,tin,24,0,vxo,0,0
girf-ngas-1sigma,combined,wheat_us_hrw,1,0,vxo,0,0
girf-ngas-1sigma,combined,wheat_us_hrw,2,0,vxo,0,0
girf-ngas-1sigma,combined,wheat_us_hrw,3,-0.08493214940666574,vxo,-0.08493214940666574,0
girf-ngas-1sigma,combined,wheat_us_hrw,4,0.08558655728929877,vxo,0.08558655728929876,-1.3877787807814457e-17
girf-ngas-1sigma,combined,wheat_us_hrw,5,-0.045906222680376106,vxo,-0.0459062226803761,6.938893903907228e-18
girf-ngas-1sigma,combined,wheat_us_hrw,6,-0.1879230894825596,vxo,-0.18792308948255956,2.7755575615628914e-17
girf-ngas-1sigma,combined,wheat_us_hrw,7,-0.07103133724176741,vxo,-0.07103133724176741,0
girf-ngas-1sigma,combined,wheat_us_hrw,8,-0.0433463637152711,vxo,-0.04334636371527109,6.938893903907228e-18
girf-ngas-1sigma,combined,wheat_us_hrw,9,0.023035202699212134,vxo,0.02303520269921213,-3.469446951953614e-18
girf-ngas-1sigma,combined,wheat_us_hrw,10,-0.05383370624283578,vxo,-0.05383370624283579,-6.938893903907228e-18
girf-ngas-1sigma,combined,wheat_us_hrw,11,0.00902497814640073,vxo,0.00902497814640073,0
girf-ngas-1sigma,combined,wheat_us_hrw,12,0.028520381514086153,vxo,0.02852038151408615,-3.469446951953614e-18
girf-ngas-1sigma,combined,wheat_us_hrw,13,0,vxo,0,0
girf-ngas-1sigma,combined,wheat_us_hrw,14,0,vxo,0,0
girf-ngas-1sigma,combined,wheat_us_hrw,15,0,vxo,0,0
girf-ngas-1sigma,combined,wheat_us_hrw,16,0,vxo,0,0
girf-ngas-1sigma,combined,wheat_us_hrw,17,0,vxo,0,0
girf-ngas-1sigma,combined,wheat_us_hrw,18,0,vxo,0,0
girf-ngas-1sigma,combined,wheat_us_hrw,19,0,vxo,0,0
girf-ngas-1sigma,combined,wheat_us_hrw,20,0,vxo,0,0
girf-ngas-1sigma,combined,wheat_us_hrw,21,0,vxo,0,0
girf-ngas-1sigma,combined,wheat_us_hrw,22,0,vxo,0,0
girf-ngas-1sigma,combined,wheat_us_hrw,23,0,vxo,0,0
girf-ngas-1sigma,combined,wheat_us_hrw,24,0,vxo,0,0
girf-ngas-1sigma,combined,zinc,1,0,vxo,0,0
girf-ngas-1sigma,combined,zinc,2,0,vxo,0,0
girf-ngas-1sigma,combined,zinc,3,-0.00554084059171593,vxo,-0.00554084059171593,0
girf-ngas-1sigma,combined,zinc,4,-0.1401569892174775,vxo,-0.1401569892174775,0
girf-ngas-1sigma,combined,zinc,5,0.10680727062548696,vxo,0.10680727062548696,0
girf-ngas-1sigma,combined,zinc,6,-0.09179801146303443,vxo,-0.0917980114630344,2.7755575615628914e-17
girf-ngas-1sigma,combined,zinc,7,-0.03424744082054523,vxo,-0.03424744082054524,-6.938893903907228e-18
girf-ngas-1sigma,combined,zinc,8,0.04897841985091411,vxo,0.04897841985091412,6.938893903907228e-18
girf-ngas-1sigma,combined,zinc,9,0.05921111976840163,vxo,0.05921111976840163,0
girf-ngas-1sigma,combined,zinc,10,-0.10218541815184426,vxo,-0.10218541815184427,-1.3877787807814457e-17
girf-ngas-1sigma,combined,zinc,11,-0.15646215208775124,vxo,-0.15646215208775124,0
girf-ngas-1sigma,combined,zinc,12,0.014421318631138852,vxo,0.01442131863113885,-1.734723475976807e-18
girf-ngas-1sigma,combined,zinc,13,0,vxo,0,0
girf-ngas-1sigma,combined,zinc,14,0,vxo,0,0
girf-ngas-1sigma,combined,zinc,15,0,vxo,0,0
girf-ngas-1sigma,combined,zinc,16,0,vxo,0,0
girf-ngas-1sigma,combined,zinc,17,0,vxo,0,0
girf-ngas-1sigma,combined,zinc,18,0,vxo,0,0
girf-ngas-1sigma,combined,zinc,19,0,vxo,0,0
girf-ngas-1sigma,combined,zinc,20,0,vxo,0,0
girf-ngas-1sigma,combined,zinc,21,0,vxo,0,0
girf-ngas-1sigma,combined,zinc,22,0,vxo,0,0
girf-ngas-1sigma,combined,zinc,23,0,vxo,0,0
girf-ngas-1sigma,combined,zinc,24,0,vxo,0,0
one_sigma_supply_shock,combined,aluminium,1,0,vxo,0,0
one_sigma_supply_shock,combined,aluminium,2,0.5,vxo,0.5,0
one_sigma_supply_shock,combined,aluminium,3,0.3603805195061829,vxo,0.3603805195061827,-1.6653345369377348e-16
one_sigma_supply_shock,combined,aluminium,4,-0.11212492287468287,vxo,-0.1121249228746829,-2.7755575615628914e-17
one_sigma_supply_shock,combined,aluminium,5,0.1633082388510293,vxo,0.1633082388510293,0
one_sigma_supply_shock,combined,aluminium,6,0.3704818106613188,vxo,0.37048181066131886,5.551115123125783e-17
one_sigma_supply_shock,combined,aluminium,7,0.22394653548997429,vxo,0.2239465354899743,2.7755575615628914e-17
one_sigma_supply_shock,combined,aluminium,8,-0.030119577208503234,vxo,-0.03011957720850323,3.469446951953614e-18
one_sigma_supply_shock,combined,aluminium,9,-0.14075724878237778,vxo,-0.14075724878237778,0
one_sigma_supply_shock,combined,aluminium,10,-0.1130790590812612,vxo,-0.1130790590812612,0
one_sigma_supply_shock,combined,aluminium,11,-0.08577240655147284,vxo,-0.08577240655147284,0
one_sigma_supply_shock,combined,aluminium,12,0.13441458137788634,vxo,0.13441458137788637,2.7755575615628914e-17
one_sigma_supply_shock,combined,aluminium,13,0,vxo,0,0
one_sigma_supply_shock,combined,aluminium,14,0,vxo,0,0
one_sigma_supply_shock,combined,aluminium,15,0,vxo,0,0
one_sigma_supply_shock,combined,aluminium,16,0,vxo,0,0
one_sigma_supply_shock,combined,aluminium,17,0,vxo,0,0
one_sigma_supply_shock,combined,aluminium,18,0,vxo,0,0
one_sigma_supply_shock,combined,aluminium,19,0,vxo,0,0
one_sigma_supply_shock,combined,aluminium,20,0,vxo,0,0
one_sigma_supply_shock,combined,aluminium,21,0,vxo,0,0
one_sigma_supply_shock,combined,aluminium,22,0,vxo,0,0
one_sigma_supply_shock,combined,aluminium,23,0,vxo,0,0
one_sigma_supply_shock,combined,aluminium,24,0,vxo,0,0
one_sigma_supply_shock,combined,cocoa,1,0,vxo,0,0
one_sigma_supply_shock,combined,cocoa,2,0,vxo,0,0
one_sigma_supply_shock,combined,cocoa,3,-0.061117260739597924,vxo,-0.06111726073959794,-1.3877787807814457e-17
one_sigma_supply_shock,combined,cocoa,4,-0.036955929279599994,vxo,-0.03695592927959999,6.938893903907228e-18
one_sigma_supply_shock,combined,cocoa,5,0.0016801485559333404,vxo,0.00168014855593334,-4.336808689942018e-19
one_sigma_supply_shock,combined,cocoa,6,-0.2312455284644263,vxo,-0.23124552846442628,2.7755575615628914e-17
one_sigma_supply_shock,combined,cocoa,7,0.236151017289621,vxo,0.23615101728962096,-5.551115123125783e-17
one_sigma_supply_shock,combined,cocoa,8,-0.03606919310610993,vxo,-0.03606919310610995,-1.3877787807814457e-17
one_sigma_supply_shock,combined,cocoa,9,0.012703101345798795,vxo,0.0127031013457988,5.204170427930421e-18
one_sigma_supply_shock,combined,cocoa,10,0.16374374632212094,vxo,0.16374374632212096,2.7755575615628914e-17
one_sigma_supply_shock,combined,cocoa,11,0.05479679908000437,vxo,0.05479679908000438,6.938893903907228e-18
one_sigma_supply_shock,combined,cocoa,12,0.07400332207345661,vxo,0.07400332207345661,0
one_sigma_supply_shock,combined,cocoa,13,0,vxo,0,0
one_sigma_supply_shock,combined,cocoa,14,0,vxo,0,0
